0,0.000000,-133.730652,89.667503,134.365784,0.723146,0.856541,1.431458
1,0.010000,-150.679535,89.759926,151.592926,0.723127,0.855736,1.431484
2,0.020000,-127.234947,89.365028,127.681290,0.723126,0.856422,1.431200
3,0.030000,-130.951324,89.749947,131.482056,0.723145,0.856540,1.431602
4,0.040000,112.954033,89.896301,-111.672867,0.723102,0.855104,1.432193
5,0.050000,-133.463348,89.688026,134.064072,0.723140,0.856533,1.431468
6,0.060000,-147.551956,89.832832,148.611908,0.723118,0.855657,1.431639
7,0.070000,-147.325516,89.821548,148.393158,0.723126,0.855708,1.431587
8,0.080000,-150.775925,89.842697,151.753357,0.723126,0.855670,1.431653
9,0.090000,-146.298157,89.822533,147.338699,0.723123,0.855711,1.431625
10,0.100000,150.754333,89.855019,-149.795349,0.723152,0.855456,1.431700
11,0.110000,-149.628708,89.840485,150.570648,0.723121,0.855678,1.431638
12,0.120000,-144.576447,89.815819,145.630966,0.723122,0.855730,1.431626
13,0.130000,117.713364,89.961052,-116.628845,0.723047,0.855155,1.432229
14,0.140000,-150.260300,89.743561,151.239685,0.723144,0.855764,1.431430
15,0.150000,-149.795868,89.753838,150.769348,0.723124,0.855740,1.431453
16,0.160000,-139.107101,89.723572,139.705780,0.723146,0.856442,1.431482
17,0.170000,-155.425949,89.839455,156.333282,0.723126,0.855659,1.431639
18,0.180000,-149.731720,89.735878,150.720261,0.723128,0.855760,1.431448
19,0.190000,111.075348,89.808067,-109.577194,0.723105,0.854672,1.432017
20,0.200000,-146.108047,89.809761,147.162704,0.723118,0.855709,1.431592
21,0.210000,-133.293289,89.779884,133.835098,0.723155,0.856479,1.431621
22,0.220000,-152.425949,89.885048,153.332275,0.723027,0.855596,1.431838
23,0.230000,-152.349823,89.841881,153.302032,0.723119,0.855639,1.431603
24,0.240000,-164.185501,89.886650,165.183380,0.723116,0.855574,1.431663
25,0.250000,-148.430283,89.807327,149.460632,0.723137,0.855748,1.431587
26,0.260000,122.897942,89.923882,-121.789635,0.723078,0.855068,1.432080
27,0.270000,101.657799,89.957138,-100.560005,0.723021,0.855066,1.432186
28,0.280000,-147.121826,89.750999,148.047882,0.723111,0.855708,1.431451
29,0.290000,-130.089279,89.770172,130.580963,0.723144,0.856519,1.431632
30,0.300000,-153.578201,89.840439,154.451004,0.723130,0.855727,1.431677
31,0.310000,-177.272888,89.839188,178.436508,0.723108,0.855189,1.431741
32,0.320000,105.722832,89.888519,-104.385101,0.723070,0.854944,1.432202
33,0.330000,-152.759750,89.841080,153.678192,0.723122,0.855679,1.431630
34,0.340000,-128.804825,89.762169,129.326111,0.723145,0.856564,1.431658
35,0.350000,-153.170761,89.828400,154.104950,0.723124,0.855661,1.431605
36,0.360000,-139.148346,89.802933,140.202423,0.723098,0.855714,1.431576
37,0.370000,-152.238327,89.834290,153.217377,0.723127,0.855668,1.431593
38,0.380000,-154.674500,89.830154,155.576935,0.723139,0.855707,1.431627
39,0.390000,-148.976379,89.839539,150.029221,0.723132,0.855714,1.431639
40,0.400000,-145.104385,89.817444,146.063644,0.723096,0.855675,1.431581
41,0.410000,-175.807556,89.856415,176.988586,0.723095,0.855143,1.431776
42,0.420000,-156.129044,89.830093,157.046371,0.723141,0.855696,1.431605
43,0.430000,-82.370338,89.910416,82.982491,0.723035,0.855936,1.432444
44,0.440000,-126.561768,89.732857,127.201126,0.723145,0.856525,1.431576
45,0.450000,175.444809,89.869545,-174.401611,0.723157,0.855553,1.431669
46,0.460000,-152.046524,89.822250,153.014450,0.723128,0.855678,1.431621
47,0.470000,-153.533493,89.848282,154.449265,0.723120,0.855677,1.431670
48,0.480000,132.457611,89.934792,-131.233124,0.723073,0.855046,1.432053
49,0.490000,-142.010849,89.818382,143.027557,0.723100,0.855677,1.431617
50,0.500000,-129.542038,89.826317,130.088470,0.723074,0.856382,1.431782
51,0.510000,-159.771606,89.889641,160.736053,0.723045,0.855595,1.431810
52,0.520000,-147.775742,89.750725,148.813538,0.723124,0.855752,1.431487
53,0.530000,-125.895401,89.716759,126.470505,0.723139,0.856587,1.431526
54,0.540000,-146.724548,89.823250,147.755844,0.723117,0.855685,1.431612
55,0.550000,-128.722031,89.769264,129.250351,0.723128,0.856517,1.431641
56,0.560000,-145.000305,89.775116,145.480728,0.723077,0.856354,1.431589
57,0.570000,-150.883026,89.832962,151.890244,0.723134,0.855679,1.431590
58,0.580000,-148.857376,89.724907,149.841339,0.723132,0.855776,1.431417
59,0.590000,-148.966339,89.839668,149.984390,0.723141,0.855721,1.431620
60,0.600000,143.015106,89.934746,-141.805984,0.723078,0.855084,1.432046
